"","date","england_new_deaths","england_seven_day_average","wales_new_deaths","wales_seven_day_average","scotland_new_deaths","scotland_seven_day_average","northern_ireland_new_deaths","northern_ireland_seven_day_average"
"21","2020-04-07",909,793.714285714286,32,27.2857142857143,49,46.7142857142857,8,8.28571428571429
"22","2020-04-08",977,833.571428571429,42,30.2857142857143,54,47.8571428571429,4,8.28571428571429
"23","2020-04-09",876,854.142857142857,43,32.4285714285714,66,52.1428571428571,18,9.42857142857143
"24","2020-04-10",850,869.428571428571,25,31.8571428571429,58,52.1428571428571,11,9.57142857142857
"25","2020-04-11",864,873,31,31.8571428571429,50,55.2857142857143,11,9.85714285714286
"26","2020-04-12",857,877,37,32.8571428571429,48,55.4285714285714,16,10.5714285714286
"27","2020-04-13",805,876.857142857143,43,36.1428571428571,41,52.2857142857143,7,10.7142857142857
"28","2020-04-14",769,856.857142857143,26,35.2857142857143,51,52.5714285714286,12,11.2857142857143
"29","2020-04-15",782,829,38,34.7142857142857,42,50.8571428571429,16,13
"30","2020-04-16",754,811.571428571429,35,33.5714285714286,43,47.5714285714286,11,12
"31","2020-04-17",742,796.142857142857,30,34.2857142857143,38,44.7142857142857,9,11.7142857142857
"32","2020-04-18",706,773.571428571429,32,34.4285714285714,52,45,10,11.5714285714286
