"","date","england_new_deaths","england_seven_day_average","wales_new_deaths","wales_seven_day_average","scotland_new_deaths","scotland_seven_day_average","northern_ireland_new_deaths","northern_ireland_seven_day_average"
"33","2020-04-19",689,749.571428571429,26,32.8571428571429,46,44.7142857142857,10,10.7142857142857
"34","2020-04-20",685,732.428571428571,25,30.2857142857143,61,47.5714285714286,12,11.4285714285714
"35","2020-04-21",651,715.571428571429,30,30.8571428571429,51,47.5714285714286,13,11.5714285714286
"36","2020-04-22",643,695.714285714286,23,28.7142857142857,46,48.1428571428571,19,12
"37","2020-04-23",595,673,18,26.2857142857143,49,49,16,12.7142857142857
"38","2020-04-24",603,653.142857142857,31,26.4285714285714,38,49,11,13
"39","2020-04-25",555,631.571428571429,29,26,48,48.4285714285714,15,13.7142857142857
"40","2020-04-26",560,613.142857142857,16,24.5714285714286,43,48,14,14.2857142857143
"41","2020-04-27",506,587.571428571429,16,23.2857142857143,60,47.8571428571429,13,14.4285714285714
"42","2020-04-28",498,565.714285714286,15,21.1428571428571,40,46.2857142857143,6,13.4285714285714
"43","2020-04-29",495,544.571428571429,26,21.5714285714286,38,45.1428571428571,14,12.7142857142857
"44","2020-04-30",484,528.714285714286,16,21.2857142857143,43,44.2857142857143,8,11.5714285714286
"45","2020-05-01",479,511,29,21,48,45.7142857142857,12,11.7142857142857
"46","2020-05-02",424,492.285714285714,14,18.8571428571429,44,45.1428571428571,12,11.2857142857143
"47","2020-05-03",388,467.714285714286,14,18.5714285714286,37,44.2857142857143,11,10.8571428571429
"48","2020-05-04",412,454.285714285714,23,19.5714285714286,40,41.4285714285714,9,10.2857142857143
"49","2020-05-05",392,439.142857142857,17,19.8571428571429,50,42.8571428571429,6,10.2857142857143
"50","2020-05-06",391,424.285714285714,23,19.4285714285714,43,43.5714285714286,3,8.71428571428571
"51","2020-05-07",399,412.142857142857,19,19.8571428571429,40,43.1428571428571,3,8
"52","2020-05-08",331,391,13,17.5714285714286,34,41.1428571428571,6,7.14285714285714
"53","2020-05-09",330,377.571428571429,7,16.5714285714286,34,39.7142857142857,7,6.42857142857143
"54","2020-05-10",300,365,10,16,28,38.4285714285714,10,6.28571428571429
"55","2020-05-11",260,343.285714285714,15,14.8571428571429,32,37.2857142857143,2,5.28571428571429
"56","2020-05-12",275,326.571428571429,11,14,31,34.5714285714286,4,5
"57","2020-05-13",256,307.285714285714,16,13,42,34.4285714285714,3,5
"58","2020-05-14",277,289.857142857143,12,12,35,33.7142857142857,10,6
"59","2020-05-15",269,281,16,12.4285714285714,26,32.5714285714286,3,5.57142857142857
"60","2020-05-16",268,272.142857142857,13,13.2857142857143,29,31.8571428571429,4,5.14285714285714
"61","2020-05-17",223,261.142857142857,11,13.4285714285714,26,31.5714285714286,7,4.71428571428571
"62","2020-05-18",253,260.142857142857,10,12.7142857142857,23,30.2857142857143,7,5.42857142857143
"63","2020-05-19",232,254,11,12.7142857142857,28,29.8571428571429,5,5.57142857142857
"64","2020-05-20",234,250.857142857143,7,11.4285714285714,22,27,5,5.85714285714286
"65","2020-05-21",201,240,9,11,24,25.4285714285714,4,5
"66","2020-05-22",195,229.428571428571,10,10.1428571428571,17,24.1428571428571,1,4.71428571428571
"67","2020-05-23",200,219.714285714286,7,9.28571428571429,11,21.5714285714286,2,4.42857142857143
"68","2020-05-24",170,212.142857142857,12,9.42857142857143,8,19,7,4.42857142857143
"69","2020-05-25",175,201,10,9.42857142857143,14,17.7142857142857,1,3.57142857142857
"70","2020-05-26",189,194.857142857143,10,9.28571428571429,14,15.7142857142857,1,3
"71","2020-05-27",172,186,6,9.14285714285714,16,14.8571428571429,4,2.85714285714286
"72","2020-05-28",182,183.285714285714,16,10.1428571428571,16,13.7142857142857,3,2.71428571428571
