"","date","england_daily_cases","england_seven_day_average","wales_daily_cases","wales_seven_day_average","scotland_new_cases","scotland_seven_day_average","northern_ireland_new_cases","northern_ireland_seven_day_average"
"290","2020-12-20",32155,22800.1428571429,2334,3148.71428571429,934,768,505,532.285714285714
"291","2020-12-21",28742,24351.5714285714,2563,3339.42857142857,1504,878,555,551.714285714286
"292","2020-12-22",32288,26606.4285714286,2761,3646,1316,945.285714285714,439,545
"293","2020-12-23",34247,28151.4285714286,3013,4000.71428571429,1190,1016.85714285714,787,584.571428571429
"294","2020-12-24",35561,30031.4285714286,2161,2671.14285714286,1314,1082,841,611
"295","2020-12-25",31560,31046.8571428571,0,2271,1165,1142.14285714286,0,538.142857142857
"296","2020-12-26",31307,32265.7142857143,2237,2152.71428571429,1149,1224.57142857143,998,589.285714285714
"297","2020-12-27",25619,31332,4142,2411,740,1196.85714285714,0,517.142857142857
"298","2020-12-28",36511,32441.8571428571,2273,2369.57142857143,967,1120.14285714286,1634,671.285714285714
"299","2020-12-29",47164,34567,2510,2333.71428571429,1895,1202.85714285714,1566,832.285714285714
"300","2020-12-30",43554,35896.5714285714,2281,2229.14285714286,2045,1325,2143,1026
"301","2020-12-31",49510,37889.2857142857,1831,2182,2622,1511.85714285714,1929,1181.42857142857
"302","2021-01-01",50746,40630.1428571429,0,2182,2539,1708.14285714286,0,1181.42857142857
"303","2021-01-02",49248,43193.1428571429,2764,2257.28571428571,2137,1849.28571428571,3576,1549.71428571429
"304","2021-01-03",46853,46226.5714285714,4011,2238.57142857143,2464,2095.57142857143,1662,1787.14285714286
"305","2021-01-04",53180,48607.8571428571,1898,2185,1905,2229.57142857143,1801,1811
"306","2021-01-05",54940,49718.7142857143,2069,2122,2529,2320.14285714286,1378,1784.14285714286
"307","2021-01-06",56060,51505.2857142857,2238,2115.85714285714,2039,2319.28571428571,1985,1761.57142857143
"308","2021-01-07",46841,51124,1718,2099.71428571429,2649,2323.14285714286,1410,1687.42857142857
"309","2021-01-08",61757,52697,2487,2455,2309,2290.28571428571,1500,1901.71428571429
"310","2021-01-09",54257,53412.5714285714,2373,2399.14285714286,1865,2251.42857142857,1442,1596.85714285714
"311","2021-01-10",50291,53903.7142857143,1660,2063.28571428571,1877,2167.57142857143,1112,1518.28571428571
"312","2021-01-11",41835,52283,1793,2048.28571428571,1782,2150,759,1369.42857142857
"313","2021-01-12",41121,50308.8571428571,1332,1943,1875,2056.57142857143,1205,1344.71428571429
"314","2021-01-13",42898,48428.5714285714,1533,1842.28571428571,1949,2043.71428571429,1145,1224.71428571429
"315","2021-01-14",44358,48073.8571428571,1644,1831.71428571429,1707,1909.14285714286,973,1162.28571428571
"316","2021-01-15",50741,46500.1428571429,1808,1734.71428571429,2160,1887.85714285714,1052,1098.28571428571
"317","2021-01-16",37759,44143.2857142857,1129,1557,1753,1871.85714285714,705,993
"318","2021-01-17",35263,41996.4285714286,1172,1487.28571428571,1341,1795.28571428571,822,951.571428571429
"319","2021-01-18",34134,40896.2857142857,1332,1421.42857142857,1429,1744.85714285714,640,934.571428571429
"320","2021-01-19",30371,39360.5714285714,1106,1389.14285714286,1165,1643.42857142857,713,864.285714285714
"321","2021-01-20",35061,38241,1283,1353.42857142857,1656,1601.57142857143,905,830
"322","2021-01-21",34371,36814.2857142857,1153,1283.28571428571,1636,1591.42857142857,732,795.571428571429
"323","2021-01-22",37115,34867.7142857143,801,1139.42857142857,1480,1494.28571428571,865,768.857142857143
"324","2021-01-23",30496,33830.1428571429,1079,1132.28571428571,1307,1430.57142857143,670,763.857142857143
"325","2021-01-24",27580,32732.5714285714,796,1078.57142857143,1195,1409.71428571429,433,708.285714285714
"326","2021-01-25",20149,30734.7142857143,872,1012.85714285714,752,1313,422,677.142857142857
"327","2021-01-26",17920,28956,570,936.285714285714,1049,1296.42857142857,550,653.857142857143
"328","2021-01-27",22914,27220.7142857143,537,829.714285714286,1330,1249.85714285714,527,599.857142857143
"329","2021-01-28",26182,26050.8571428571,705,765.714285714286,1201,1187.71428571429,592,579.857142857143
"330","2021-01-29",26709,24564.2857142857,546,729.285714285714,1155,1141.28571428571,669,551.857142857143
"331","2021-01-30",21089,23220.4285714286,737,680.428571428571,994,1096.57142857143,455,521.142857142857
"332","2021-01-31",19054,22002.4285714286,605,653.142857142857,1003,1069.14285714286,426,520.142857142857
"333","2021-02-01",16815,21526.1428571429,630,618.571428571429,848,1082.85714285714,314,504.714285714286
"334","2021-02-02",15021,21112,614,624.857142857143,758,1041.28571428571,447,490
"335","2021-02-03",17265,20305,455,613.142857142857,978,991,504,486.714285714286
"336","2021-02-04",18529,19211.7142857143,544,590.142857142857,1149,983.571428571429,412,461
"337","2021-02-05",17314,17869.5714285714,399,569.142857142857,895,946.428571428571,506,437.714285714286
"338","2021-02-06",16302,17185.7142857143,675,560.285714285714,895,932.285714285714,390,428.428571428571
"339","2021-02-07",14466,16530.2857142857,461,539.714285714286,584,872.428571428571,334,415.285714285714
"340","2021-02-08",12270,15881,610,536.857142857143,928,883.857142857143,296,412.714285714286
"341","2021-02-09",10916,15294.5714285714,351,499.285714285714,822,893,275,388.142857142857
"342","2021-02-10",11551,14478.2857142857,323,480.428571428571,803,868,336,364.142857142857
"343","2021-02-11",12001,13545.7142857143,410,461.285714285714,830,822.428571428571,253,341.428571428571
"344","2021-02-12",13299,12972.1428571429,608,491.142857142857,830,813.142857142857,407,327.285714285714
"345","2021-02-13",11697,12314.2857142857,400,451.857142857143,908,815,303,314.857142857143
"346","2021-02-14",9499,11604.7142857143,394,442.285714285714,903,860.571428571429,176,292.285714285714
"347","2021-02-15",8609,11081.7142857143,363,407,559,807.857142857143,234,283.428571428571
"348","2021-02-16",9236,10841.7142857143,275,396.142857142857,773,800.857142857143,341,292.857142857143
"349","2021-02-17",10926,10752.4285714286,374,403.428571428571,1121,846.285714285714,297,287.285714285714
"350","2021-02-18",10740,10572.2857142857,290,386.285714285714,685,825.571428571429,342,300
"351","2021-02-19",10296,10143.2857142857,533,375.571428571429,885,833.428571428571,313,286.571428571429
"352","2021-02-20",8964,9752.85714285714,363,370.285714285714,803,818.428571428571,276,282.714285714286
"353","2021-02-21",8408,9597,336,362,827,807.571428571429,263,295.142857142857
"354","2021-02-22",9420,9712.85714285714,319,355.714285714286,715,829.857142857143,187,288.428571428571
"355","2021-02-23",7292,9435.14285714286,317,361.714285714286,655,813,225,271.857142857143
"356","2021-02-24",8644,9109.14285714286,236,342,798,766.857142857143,260,266.571428571429
"357","2021-02-25",8623,8806.71428571429,312,345.142857142857,769,778.857142857143,281,257.857142857143
"358","2021-02-26",7393,8392,308,313,581,735.428571428571,241,247.571428571429
"359","2021-02-27",6527,8043.85714285714,198,289.428571428571,525,695.714285714286,184,234.428571428571
"360","2021-02-28",5080,7568.42857142857,247,276.714285714286,572,659.285714285714,136,216.285714285714
"361","2021-03-01",4738,6899.57142857143,193,258.714285714286,386,612.285714285714,138,209.285714285714
"362","2021-03-02",5530,6647.85714285714,170,237.714285714286,542,596.142857142857,149,198.428571428571
"363","2021-03-03",5408,6185.57142857143,208,233.714285714286,543,559.714285714286,226,193.571428571429
"364","2021-03-04",5643,5759.85714285714,267,227.285714285714,500,521.285714285714,163,176.714285714286
"365","2021-03-05",5053,5425.57142857143,230,216.142857142857,498,509.428571428571,166,166
"366","2021-03-06",5118,5224.28571428571,195,215.714285714286,555,513.714285714286,172,164.285714285714
"367","2021-03-07",4497,5141,152,202.142857142857,390,487.714285714286,138,164.571428571429
"368","2021-03-08",3903,5021.71428571429,164,198,501,504.142857142857,144,165.428571428571
"369","2021-03-09",4894,4930.85714285714,166,197.428571428571,466,493.285714285714,240,178.428571428571
"370","2021-03-10",4863,4853,225,199.857142857143,691,514.428571428571,147,167.142857142857
"371","2021-03-11",5744,4867.42857142857,195,189.571428571429,591,527.428571428571,223,175.714285714286
"372","2021-03-12",5529,4935.42857142857,190,183.857142857143,682,553.714285714286,208,181.714285714286
"373","2021-03-13",4539,4852.71428571429,210,186,639,565.714285714286,146,178
"374","2021-03-14",3774,4749.42857142857,217,195.285714285714,484,579.142857142857,143,178.714285714286
"375","2021-03-15",4264,4801,248,207.285714285714,456,572.714285714286,121,175.428571428571
"376","2021-03-16",4391,4729.14285714286,142,203.857142857143,597,591.428571428571,164,164.571428571429
"377","2021-03-17",4827,4724,145,192.428571428571,625,582,161,166.571428571429
"378","2021-03-18",5213,4648.14285714286,297,207,624,586.714285714286,169,158.857142857143
"379","2021-03-19",3809,4402.42857142857,201,208.571428571429,655,582.857142857143,137,148.714285714286
"380","2021-03-20",4732,4430,208,208.285714285714,488,561.285714285714,159,150.571428571429
"381","2021-03-21",4459,4527.85714285714,196,205.285714285714,532,568.142857142857,125,148
"382","2021-03-22",4746,4596.71428571429,150,191.285714285714,359,554.285714285714,87,143.142857142857
"383","2021-03-23",4583,4624.14285714286,127,189.142857142857,495,539.714285714286,174,144.571428571429
"384","2021-03-24",4615,4593.85714285714,159,191.142857142857,692,549.285714285714,139,141.428571428571
"385","2021-03-25",5286,4604.28571428571,227,181.142857142857,701,560.285714285714,183,143.428571428571
"386","2021-03-26",5273,4813.42857142857,190,179.571428571429,543,544.285714285714,181,149.714285714286
"387","2021-03-27",3813,4682.14285714286,201,178.571428571429,563,555,138,146.714285714286
"388","2021-03-28",3153,4495.57142857143,171,175,422,539.285714285714,116,145.428571428571
"389","2021-03-29",4112,4405,125,171.428571428571,352,538.285714285714,65,142.285714285714
"390","2021-03-30",3384,4233.71428571429,94,166.714285714286,411,526.285714285714,151,139
"391","2021-03-31",3327,4049.71428571429,60,152.571428571429,542,504.857142857143,123,136.714285714286
"392","2021-04-01",3784,3835.14285714286,188,147,400,461.857142857143,107,125.857142857143
"393","2021-04-02",2881,3493.42857142857,0,119.857142857143,414,443.428571428571,107,115.285714285714
"394","2021-04-03",2847,3355.42857142857,95,104.714285714286,397,419.714285714286,84,107.571428571429
"395","2021-04-04",1954,3184.14285714286,0,80.2857142857143,343,408.428571428571,0,91
"396","2021-04-05",2236,2916.14285714286,189,89.4285714285714,248,393.571428571429,89,94.4285714285714
"397","2021-04-06",1937,2709.42857142857,126,94,259,371.857142857143,57,81
"398","2021-04-07",2304,2563.28571428571,82,97.1428571428571,289,335.714285714286,88,76
"399","2021-04-08",2486,2377.85714285714,82,82,364,330.571428571429,98,74.7142857142857
"400","2021-04-09",2638,2343.14285714286,114,98.2857142857143,285,312.142857142857,113,75.5714285714286
"401","2021-04-10",2032,2226.71428571429,130,103.285714285714,281,295.571428571429,146,84.4285714285714
"402","2021-04-11",1338,2138.71428571429,53,110.857142857143,250,282.285714285714,89,97.1428571428571
"403","2021-04-12",3222,2279.57142857143,50,91,199,275.285714285714,97,98.2857142857143
"404","2021-04-13",2070,2298.57142857143,69,82.8571428571429,221,269.857142857143,112,106.142857142857
"405","2021-04-14",2054,2262.85714285714,62,80,278,268.285714285714,97,107.428571428571
"406","2021-04-15",2171,2217.85714285714,105,83.2857142857143,237,250.142857142857,159,116.142857142857
"407","2021-04-16",2225,2158.85714285714,48,73.8571428571429,204,238.571428571429,119,117
"408","2021-04-17",1897,2139.57142857143,0,55.2857142857143,210,228.428571428571,99,110.285714285714
"409","2021-04-18",1495,2162,94,61.1428571428571,211,222.857142857143,82,109.285714285714
"410","2021-04-19",2550,2066,102,68.5714285714286,232,227.571428571429,79,106.714285714286
"411","2021-04-20",2169,2080.14285714286,53,66.2857142857143,178,221.428571428571,124,108.428571428571
"412","2021-04-21",1943,2064.28571428571,64,66.5714285714286,273,220.714285714286,116,111.142857142857
"413","2021-04-22",2315,2084.85714285714,63,60.5714285714286,231,219.857142857143,120,105.571428571429
"414","2021-04-23",2277,2092.28571428571,58,62,255,227.142857142857,88,101.142857142857
"415","2021-04-24",1804,2079,0,62,177,222.428571428571,80,98.4285714285714
"416","2021-04-25",1401,2065.57142857143,62,57.4285714285714,176,217.428571428571,73,97.1428571428571
"417","2021-04-26",1752,1951.57142857143,97,56.7142857142857,142,204.571428571429,73,96.2857142857143
"418","2021-04-27",2410,1986,33,53.8571428571429,133,198.142857142857,109,94.1428571428571
"419","2021-04-28",1829,1969.71428571429,35,49.7142857142857,204,188.285714285714,98,91.5714285714286
"420","2021-04-29",2103,1939.42857142857,69,50.5714285714286,178,180.714285714286,95,88
"421","2021-04-30",2046,1906.42857142857,36,47.4285714285714,191,171.571428571429,108,90.8571428571429
"422","2021-05-01",1642,1883.28571428571,0,47.4285714285714,175,171.285714285714,90,92.2857142857143
"423","2021-05-02",1377,1879.85714285714,79,49.8571428571429,146,167,69,91.7142857142857
"424","2021-05-03",1453,1837.14285714286,0,36,132,165.571428571429,64,90.4285714285714
"425","2021-05-04",1659,1729.85714285714,65,40.5714285714286,139,166.428571428571,83,86.7142857142857
"426","2021-05-05",1906,1740.85714285714,54,43.2857142857143,85,149.428571428571,99,86.8571428571429
"427","2021-05-06",2194,1753.85714285714,34,38.2857142857143,283,164.428571428571,102,87.8571428571429
"428","2021-05-07",2142,1767.57142857143,47,39.8571428571429,236,170.857142857143,65,81.7142857142857
"429","2021-05-08",1742,1781.85714285714,0,39.8571428571429,224,177.857142857143,81,80.4285714285714
"430","2021-05-09",1418,1787.71428571429,54,36.2857142857143,200,185.571428571429,98,84.5714285714286
"431","2021-05-10",2009,1867.14285714286,104,51.1428571428571,168,190.714285714286,76,86.2857142857143
"432","2021-05-11",2117,1932.57142857143,30,46.1428571428571,238,204.857142857143,89,87.1428571428571
"433","2021-05-12",1804,1918,22,41.5714285714286,345,242,113,89.1428571428571
"434","2021-05-13",2229,1923,59,45.1428571428571,270,240.142857142857,99,88.7142857142857
"435","2021-05-14",1828,1878.14285714286,54,46.1428571428571,215,237.142857142857,96,93.1428571428571
"436","2021-05-15",1614,1859.85714285714,0,46.1428571428571,413,264.142857142857,0,81.5714285714286
"437","2021-05-16",1471,1867.42857142857,54,46.1428571428571,292,277.285714285714,109,83.1428571428571
"438","2021-05-17",1645,1815.42857142857,91,44.2857142857143,161,276.285714285714,82,84
"439","2021-05-18",2008,1799.85714285714,32,44.5714285714286,268,280.571428571429,104,86.1428571428571
"440","2021-05-19",2151,1849.42857142857,44,47.7142857142857,394,287.571428571429,107,85.2857142857143
"441","2021-05-20",2307,1860.57142857143,45,45.7142857142857,432,310.714285714286,90,84
"442","2021-05-21",2303,1928.42857142857,28,42,414,339.142857142857,84,82.2857142857143
"443","2021-05-22",2242,2018.14285714286,0,42,370,333,82,94
"444","2021-05-23",1734,2055.71428571429,46,40.8571428571429,378,345.285714285714,77,89.4285714285714
"445","2021-05-24",1972,2102.42857142857,101,42.2857142857143,313,367,53,85.2857142857143
"446","2021-05-25",2081,2112.85714285714,19,40.4285714285714,318,374.142857142857,75,81.1428571428571
"447","2021-05-26",2540,2168.42857142857,28,38.1428571428571,546,395.857142857143,66,75.2857142857143
"448","2021-05-27",2936,2258.28571428571,58,40,464,400.428571428571,84,74.4285714285714
"449","2021-05-28",3434,2419.85714285714,32,40.5714285714286,641,432.857142857143,75,73.1428571428571
"450","2021-05-29",2747,2492,0,40.5714285714286,583,463.285714285714,68,71.1428571428571
"451","2021-05-30",2621,2618.71428571429,30,38.2857142857143,526,484.428571428571,63,69.1428571428571
"452","2021-05-31",2854,2744.71428571429,0,23.8571428571429,490,509.714285714286,39,67.1428571428571
"453","2021-06-01",2539,2810.14285714286,94,34.5714285714286,478,532.571428571429,54,64.1428571428571
"454","2021-06-02",3486,2945.28571428571,83,42.4285714285714,677,551.285714285714,84,66.7142857142857
"455","2021-06-03",4310,3141.57142857143,49,41.1428571428571,835,604.285714285714,80,66.1428571428571
"456","2021-06-04",5102,3379.85714285714,71,46.7142857142857,992,654.428571428571,73,65.8571428571429
"457","2021-06-05",4810,3674.57142857143,0,46.7142857142857,860,694,95,69.7142857142857
"458","2021-06-06",4405,3929.42857142857,92,55.5714285714286,775,729.571428571429,69,70.5714285714286
"459","2021-06-07",4913,4223.57142857143,75,66.2857142857143,641,751.142857142857,54,72.7142857142857
"460","2021-06-08",5250,4610.85714285714,22,56,695,782.142857142857,81,76.5714285714286
"461","2021-06-09",6201,4998.71428571429,223,76,1011,829.857142857143,105,79.5714285714286
"462","2021-06-10",6436,5302.42857142857,113,85.1428571428571,735,815.571428571429,109,83.7142857142857
"463","2021-06-11",6782,5542.42857142857,118,91.8571428571429,1104,831.571428571429,121,90.5714285714286
"464","2021-06-12",6601,5798.28571428571,0,91.8571428571429,1030,855.857142857143,107,92.2857142857143
"465","2021-06-13",6269,6064.57142857143,115,95.1428571428571,1036,893.142857142857,70,92.4285714285714
"466","2021-06-14",6647,6312.28571428571,247,119.714285714286,761,910.285714285714,87,97.1428571428571
"467","2021-06-15",6486,6488.85714285714,98,130.571428571429,974,950.142857142857,115,102
"468","2021-06-16",7642,6694.71428571429,141,118.857142857143,1129,967,143,107.428571428571
"469","2021-06-17",9371,7114,140,122.714285714286,1317,1050.14285714286,179,117.428571428571
"470","2021-06-18",9185,7457.28571428571,163,129.142857142857,950,1028.14285714286,178,125.571428571429
"471","2021-06-19",8954,7793.42857142857,0,129.142857142857,1209,1053.71428571429,158,132.857142857143
"472","2021-06-20",7778,8009,176,137.857142857143,1205,1077.85714285714,125,140.714285714286
"473","2021-06-21",8766,8311.71428571429,484,171.714285714286,1250,1147.71428571429,133,147.285714285714
"474","2021-06-22",9096,8684.57142857143,175,182.714285714286,2167,1318.14285714286,187,157.571428571429
"475","2021-06-23",12765,9416.42857142857,213,193,2969,1581,188,164
"476","2021-06-24",13068,9944.57142857143,438,235.571428571429,2999,1821.28571428571,198,166.714285714286
"477","2021-06-25",13498,10560.7142857143,336,260.285714285714,1747,1935.14285714286,229,174
"478","2021-06-26",15136,11443.8571428571,0,260.285714285714,2836,2167.57142857143,298,194
"479","2021-06-27",11560,11984.1428571429,416,294.571428571429,2639,2372.42857142857,261,213.428571428571
"480","2021-06-28",18702,13403.5714285714,670,321.142857142857,3285,2663.14285714286,211,224.571428571429
"481","2021-06-29",16802,14504.4285714286,281,336.285714285714,3118,2799,278,237.571428571429
"482","2021-06-30",21293,15722.7142857143,513,379.142857142857,3887,2930.14285714286,375,264.285714285714
"483","2021-07-01",22948,17134.1428571429,481,385.285714285714,4234,3106.57142857143,326,282.571428571429
"484","2021-07-02",22393,18404.8571428571,570,418.714285714286,3823,3403.14285714286,339,298.285714285714
"485","2021-07-03",21317,19287.8571428571,0,418.714285714286,3108,3442,460,321.428571428571
"486","2021-07-04",20454,20558.4285714286,535,435.714285714286,2726,3454.42857142857,533,360.285714285714
"487","2021-07-05",23286,21213.2857142857,1256,519.428571428571,2372,3324,420,390.142857142857
"488","2021-07-06",25295,22426.5714285714,698,579,2363,3216.14285714286,417,410
"489","2021-07-07",27516,23315.5714285714,663,600.428571428571,3799,3203.57142857143,570,437.857142857143
"490","2021-07-08",28421,24097.4285714286,701,631.857142857143,2802,2999,627,480.857142857143
"491","2021-07-09",31231,25360,655,644,3216,2912.28571428571,605,518.857142857143
"492","2021-07-10",29732,26562.1428571429,0,644,2190,2781.14285714286,445,516.714285714286
"493","2021-07-11",28421,27700.2857142857,698,667.285714285714,2048,2684.28571428571,605,527
"494","2021-07-12",30619,28747.8571428571,1190,657.857142857143,2134,2650.28571428571,528,542.428571428571
"495","2021-07-13",32883,29831.8571428571,737,663.428571428571,2529,2674,511,555.857142857143
"496","2021-07-14",37895,31314.5714285714,1135,730.857142857143,2636,2507.85714285714,636,565.285714285714
"497","2021-07-15",44523,33614.8571428571,861,753.714285714286,2086,2405.57142857143,1083,630.428571428571
"498","2021-07-16",47360,35919,1083,814.857142857143,2047,2238.57142857143,1380,741.142857142857
"499","2021-07-17",50955,38950.8571428571,0,814.857142857143,2317,2256.71428571429,1402,877.857142857143
"500","2021-07-18",44777,41287.4285714286,1112,874,1735,2212,537,868.142857142857
"501","2021-07-19",34657,41864.2857142857,2053,997.285714285714,1464,2116.28571428571,1776,1046.42857142857
"502","2021-07-20",43261,43346.8571428571,555,971.285714285714,1604,1984.14285714286,1138,1136
"503","2021-07-21",39504,43576.7142857143,941,943.571428571429,1686,1848.42857142857,1973,1327
"504","2021-07-22",35939,42350.4285714286,712,922.285714285714,1825,1811.14285714286,1430,1376.57142857143
"505","2021-07-23",32792,40269.2857142857,755,875.428571428571,1505,1733.71428571429,1337,1370.42857142857
"506","2021-07-24",28968,37128.2857142857,0,875.428571428571,1307,1589.42857142857,1520,1387.28571428571
"507","2021-07-25",25434,34365,1238,893.428571428571,1237,1518.28571428571,1264,1491.14285714286
"508","2021-07-26",22181,32582.7142857143,1130,761.571428571429,1000,1452,639,1328.71428571429
"509","2021-07-27",20290,29301.1428571429,704,782.857142857143,1044,1372,1473,1376.57142857143
"510","2021-07-28",24367,27138.7142857143,588,732.428571428571,1179,1299.57142857143,1600,1323.28571428571
"511","2021-07-29",27524,25936.5714285714,724,734.142857142857,1398,1238.57142857143,1471,1329.14285714286
"512","2021-07-30",26241,25000.7142857143,824,744,1456,1231.57142857143,1101,1295.42857142857
"513","2021-07-31",23949,24283.7142857143,0,744,1018,1190.28571428571,1177,1246.42857142857
"514","2021-08-01",21645,23742.4285714286,719,669.857142857143,1034,1161.28571428571,1072,1219
"515","2021-08-02",19175,23313,1106,666.428571428571,799,1132.57142857143,872,1252.28571428571
"516","2021-08-03",19012,23130.4285714286,581,648.857142857143,1016,1128.57142857143,1082,1196.42857142857
"517","2021-08-04",26393,23419.8571428571,608,651.714285714286,1271,1141.71428571429,1040,1116.42857142857
"518","2021-08-05",26512,23275.2857142857,681,645.571428571429,1381,1139.28571428571,1641,1140.71428571429
"519","2021-08-06",28321,23572.4285714286,803,642.571428571429,1250,1109.85714285714,1434,1188.28571428571
"520","2021-08-07",25877,23847.8571428571,0,642.571428571429,1386,1162.42857142857,1349,1212.85714285714
"521","2021-08-08",24196,24212.2857142857,864,663.285714285714,1240,1191.85714285714,1129,1221
"522","2021-08-09",21915,24603.7142857143,1364,700.142857142857,851,1199.28571428571,1031,1243.71428571429
"523","2021-08-10",20630,24834.8571428571,543,694.714285714286,1032,1201.57142857143,1305,1275.57142857143
"524","2021-08-11",26647,24871.1428571429,0,607.857142857143,1498,1234,1467,1336.57142857143
"525","2021-08-12",28093,25097,1846,774.285714285714,1525,1254.57142857143,1610,1332.14285714286
"526","2021-08-13",28679,25148.1428571429,1090,815.285714285714,1542,1296.28571428571,1389,1325.71428571429
"527","2021-08-14",26700,25265.7142857143,0,815.285714285714,1383,1295.85714285714,1437,1338.28571428571
"528","2021-08-15",22859,25074.7142857143,1099,848.857142857143,1498,1332.71428571429,1294,1361.85714285714
"529","2021-08-16",23171,25254.1428571429,2394,996,1567,1435,1306,1401.14285714286
"530","2021-08-17",22712,25551.5714285714,761,1027.14285714286,1815,1546.85714285714,1564,1438.14285714286
"531","2021-08-18",28648,25837.4285714286,1373,1223.28571428571,2538,1695.42857142857,1345,1420.71428571429
"532","2021-08-19",29762,26075.8571428571,1480,1171,3367,1958.57142857143,1963,1471.14285714286
"533","2021-08-20",29576,26204,1728,1262.14285714286,3613,2254.42857142857,2397,1615.14285714286
"534","2021-08-21",26982,26244.2857142857,0,1262.14285714286,3464,2551.71428571429,1612,1640.14285714286
"535","2021-08-22",25952,26686.1428571429,1626,1337.42857142857,3190,2793.42857142857,1485,1667.42857142857
"536","2021-08-23",24158,26827.1428571429,3247,1459.28571428571,3189,3025.14285714286,1320,1669.42857142857
"537","2021-08-24",23474,26936,1393,1549.57142857143,4323,3383.42857142857,1648,1681.42857142857
"538","2021-08-25",27350,26750.5714285714,1705,1597,5021,3738.14285714286,1771,1742.28571428571
"539","2021-08-26",29417,26701.2857142857,2389,1726.85714285714,4925,3960.71428571429,1550,1683.28571428571
"540","2021-08-27",27545,26411.1428571429,1791,1735.85714285714,6835,4421,1875,1608.71428571429
"541","2021-08-28",25118,26144.8571428571,0,1735.85714285714,5858,4763,1430,1582.71428571429
"542","2021-08-29",22501,25651.8571428571,2357,1840.28571428571,7113,5323.42857142857,1225,1545.57142857143
"543","2021-08-30",21324,25247,0,1376.42857142857,3893,5424,1259,1536.85714285714
"544","2021-08-31",20967,24888.8571428571,3872,1730.57142857143,6029,5667.71428571429,1313,1489
"545","2021-09-01",24723,24513.5714285714,3328,1962.42857142857,6170,5831.85714285714,1472,1446.28571428571
"546","2021-09-02",28686,24409.1428571429,2275,1946.14285714286,6400,6042.57142857143,793,1338.14285714286
"547","2021-09-03",31726,25006.4285714286,2391,2031.85714285714,6711,6024.85714285714,1248,1248.57142857143
"548","2021-09-04",29614,25648.7142857143,0,2031.85714285714,6152,6066.85714285714,1812,1303.14285714286
"549","2021-09-05",27022,26294.5714285714,2389,2036.42857142857,6368,5960.42857142857,1232,1304.14285714286
"550","2021-09-06",27202,27134.2857142857,5161,2773.71428571429,7065,6413.57142857143,1764,1376.28571428571
"551","2021-09-07",27545,28074,2504,2578.28571428571,5692,6365.42857142857,1748,1438.42857142857
"552","2021-09-08",29286,28725.8571428571,2669,2484.14285714286,5810,6314,1210,1401
"553","2021-09-09",27049,28492,2297,2487.28571428571,6836,6376.28571428571,1831,1549.28571428571
"554","2021-09-10",26653,27767.2857142857,2467,2498.14285714286,6815,6391.14285714286,1687,1612
"555","2021-09-11",23825,26940.2857142857,0,2498.14285714286,4298,6126.28571428571,1424,1556.57142857143
"556","2021-09-12",19913,25924.7142857143,2317,2487.85714285714,5912,6061.14285714286,1031,1527.85714285714
"557","2021-09-13",21077,25049.7142857143,4308,2366,4241,5657.71428571429,1199,1447.14285714286
"558","2021-09-14",19739,23934.5714285714,1924,2283.14285714286,3375,5326.71428571429,1590,1424.57142857143
"559","2021-09-15",22078,22904.8571428571,2298,2230.14285714286,4917,5199.14285714286,1304,1438
"560","2021-09-16",22949,22319.1428571429,2891,2315,0,4222.57142857143,1071,1329.42857142857
"561","2021-09-17",23265,21835.1428571429,2618,2336.57142857143,5529,4038.85714285714,1239,1265.42857142857
"562","2021-09-18",22956,21711,0,2336.57142857143,6116,4298.57142857143,1072,1215.14285714286
"563","2021-09-19",22173,22033.8571428571,2717,2393.71428571429,3833,4001.57142857143,889,1194.85714285714
"564","2021-09-20",26905,22866.4285714286,5258,2529.42857142857,2917,3812.42857142857,1020,1169.28571428571
"565","2021-09-21",24973,23614.1428571429,2576,2622.57142857143,2870,3740.28571428571,1145,1105.71428571429
"566","2021-09-22",27317,24362.5714285714,2485,2649.28571428571,3598,3551.85714285714,1060,1070.85714285714
"567","2021-09-23",29045,25233.4285714286,2476,2590,4024,4126.71428571429,1165,1084.28571428571
"568","2021-09-24",28199,25938.2857142857,2727,2605.57142857143,3667,3860.71428571429,1030,1054.42857142857
"569","2021-09-25",28087,26671.2857142857,0,2605.57142857143,3261,3452.85714285714,1120,1061.28571428571
"570","2021-09-26",25538,27152,3303,2689.28571428571,2556,3270.42857142857,1020,1080
"571","2021-09-27",29329,27498.2857142857,5659,2746.57142857143,2069,3149.28571428571,903,1063.28571428571
"572","2021-09-28",28808,28046.1428571429,2270,2702.85714285714,2370,3077.85714285714,1078,1053.71428571429
"573","2021-09-29",29036,28291.7142857143,3369,2829.14285714286,2997,2992,1320,1090.85714285714
"574","2021-09-30",29826,28403.2857142857,2580,2844,2911,2833,1163,1090.57142857143
"575","2021-10-01",28836,28494.2857142857,3009,2884.28571428571,2693,2693.85714285714,1039,1091.85714285714
"576","2021-10-02",26794,28309.5714285714,0,2884.28571428571,2515,2587.28571428571,992,1073.57142857143
"577","2021-10-03",25176,28257.8571428571,2331,2745.42857142857,2040,2513.57142857143,892,1055.28571428571
"578","2021-10-04",28251,28103.8571428571,3986,2506.42857142857,1760,2469.42857142857,1080,1080.57142857143
