"","date","name","new_deaths","cumulative","deaths_seven_day_average"
"686","2020-04-16","United Kingdom",843,18971,904.571428571429
"687","2020-04-15","United Kingdom",878,18128,927.142857142857
"688","2020-04-14","United Kingdom",857,17250,955.428571428571
"689","2020-04-13","United Kingdom",896,16393,975.714285714286
"690","2020-04-12","United Kingdom",958,15497,975.571428571429
"691","2020-04-11","United Kingdom",956,14539,969.714285714286
"692","2020-04-10","United Kingdom",944,13583,962.571428571429
"693","2020-04-09","United Kingdom",1001,12639,947.714285714286
"694","2020-04-08","United Kingdom",1076,11638,919.857142857143
"695","2020-04-07","United Kingdom",999,10562,876
"696","2020-04-06","United Kingdom",895,9563,827.714285714286
"697","2020-04-05","United Kingdom",917,8668,784.142857142857
"698","2020-04-04","United Kingdom",906,7751,725.428571428571
"699","2020-04-03","United Kingdom",840,6845,658.285714285714
"700","2020-04-02","United Kingdom",806,6005,595.142857142857
"701","2020-04-01","United Kingdom",769,5199,531.714285714286
"702","2020-03-31","United Kingdom",661,4430,465.142857142857
"703","2020-03-30","United Kingdom",590,3769,404.571428571429
"704","2020-03-29","United Kingdom",506,3179,346.857142857143
"705","2020-03-28","United Kingdom",436,2673,298
"706","2020-03-27","United Kingdom",398,2237,254.285714285714
"707","2020-03-26","United Kingdom",362,1839,213
"708","2020-03-25","United Kingdom",303,1477,171.714285714286
"709","2020-03-24","United Kingdom",237,1174,138.142857142857
"710","2020-03-23","United Kingdom",186,937,111.714285714286
"711","2020-03-22","United Kingdom",164,751,91.8571428571429
"712","2020-03-21","United Kingdom",130,587,73
"713","2020-03-20","United Kingdom",109,457,57.5714285714286
"714","2020-03-19","United Kingdom",73,348,44.2857142857143
"715","2020-03-18","United Kingdom",68,275,35.7142857142857
"716","2020-03-17","United Kingdom",52,207,27.1428571428571
"717","2020-03-16","United Kingdom",47,155,20.1428571428571
"718","2020-03-15","United Kingdom",32,108,14.1428571428571
"719","2020-03-14","United Kingdom",22,76,10
"720","2020-03-13","United Kingdom",16,54,6.85714285714286
"721","2020-03-12","United Kingdom",13,38,4.57142857142857
"722","2020-03-11","United Kingdom",8,25,3.14285714285714
"723","2020-03-10","United Kingdom",3,17,2
"724","2020-03-09","United Kingdom",5,14,1.85714285714286
"725","2020-03-08","United Kingdom",3,9,1.28571428571429
"726","2020-03-07","United Kingdom",0,6,NA
"727","2020-03-06","United Kingdom",0,6,NA
"728","2020-03-05","United Kingdom",3,6,NA
"729","2020-03-04","United Kingdom",0,3,NA
"730","2020-03-03","United Kingdom",2,3,NA
"731","2020-03-02","United Kingdom",1,1,NA
